shot_distance,shot_angle,is_goal
11.663234314121908,274.14382741829,1
8.595961020010485,222.558502793854,1
15.12845514210884,36.40416340420449,1
33.287291117375574,30.278450201399075,0
14.696087960622657,252.3488873252832,1
20.563718652300985,26.19468229110967,0
26.090568766855334,295.86962134452824,1
15.908888071378819,254.24720177633864,0
34.15346248162882,29.285561031083915,0
33.87341884826334,30.541577070669092,0
12.553468874760924,355.1902482604232,0
19.91745517677156,134.73748647220333,1
14.02634929450309,133.43117294408074,1
13.545214831324028,292.6078442127009,0
6.106608420635984,341.0094878581891,1
23.286930019396905,354.9603829762335,0
20.080370696865845,271.216146693219,1
6.544362537499681,135.45345079112968,1
13.359393927098344,30.060258011520755,1
32.24797657899961,279.77288973387726,0
12.186856720009173,201.02552990488982,1
9.346846162736693,152.71992332891145,1
19.68358280832689,326.28757863410493,0
34.56951362331802,40.031093630214485,0
12.261658145345013,177.3450375447093,1
25.164066422176358,4.087312116270865,1
27.848588459861528,168.71783111788545,1
12.12912631977199,20.269179245461444,1
26.846490458355788,42.77444985650589,1
16.033493981577596,42.309448839757756,0
23.969174917807383,233.71570876178288,0
24.00589132282684,268.5761565355524,0
21.073240522242756,210.01275543497746,1
7.7086931016322495,346.3821174508351,0
30.05907486767714,134.95340862853345,1
14.623401949152075,102.85635106146987,1
10.595555311995627,312.6956861482057,1
6.2232542466429175,80.49450186700295,0
22.726788295647253,346.76011419862004,1
25.326930855268472,4.375610888333883,0
5.497634867835685,349.15637761475006,1
20.36279174897843,15.5375683022074,0
11.794873255938139,320.8115209313056,0
24.355183712283495,189.97239927106796,1
10.230992870149743,357.4673266029481,0
25.728132143073978,26.56676330474359,0
16.602060389016124,199.3875423844755,1
33.101899662102035,348.9489128228756,1
9.125628324379797,188.31522390125357,1
15.231990531507755,226.5835097286945,1
8.404205637217672,250.46952803446217,1
32.74080854835688,163.63478331639837,0
31.32018060142943,225.92090883026285,0
12.73824883145467,210.35315229231608,0
24.79952138102537,324.41688377675604,1
29.516666006036473,16.360696922924834,1
21.65602434798387,101.14674825320292,0
20.889517350680194,342.14813426756115,0
12.25556872701355,320.4949622007299,1
7.793083034176976,164.03643100285666,0
31.916472738599804,223.24773520855322,1
32.01254171489991,99.85722587320777,1
23.993043718198038,67.72361750055407,1
15.170893731461021,166.9314257783936,0
15.476287238379827,127.20680208937901,1
26.778670366107182,210.11620026631394,1
31.913307798577314,27.98446930739454,1
31.61259272795352,350.78213075981995,1
28.396266375728715,355.03586801265703,1
24.26094938462863,251.33821704710826,1
7.524198949851465,192.99469188388335,0
9.848861422838413,111.42994186307799,1
31.956625655812378,292.9662070945015,1
23.1928717897877,246.50322211939653,0
5.27591154849889,58.54209816416087,1
8.044146285980963,327.93378641778327,1
24.905053073241675,296.1134074523408,1
5.15184751538656,341.9279687850927,0
9.824241542524959,261.2590230198096,0
21.462013680997583,220.82947053688434,1
25.756855930780798,150.5674930646228,1
24.558837785078016,335.78225400744475,0
11.728079283816793,311.783000220147,1
26.365376640426074,16.278721238228187,1
12.117472624904002,9.492110819010723,1
14.76199094477803,135.52681207609785,1
27.394742153540726,291.79919908145985,0
24.48898697141644,355.41940655338,0
30.47670231482534,54.15008079727015,0
24.7283867690103,213.88705752676864,1
22.049258100064147,137.12070838716775,0
7.810243034842774,349.16918321325716,0
16.031474091783004,303.1628123288551,0
12.956071030451763,301.79833369600965,1
12.319689301372508,168.7295375261893,1
34.190316642573364,149.33502084155947,0
16.792931740002814,98.42654589505425,0
31.761396655313398,20.29517879433376,1
23.934158779917887,311.30005545181916,0
28.844339106249453,292.6443632868279,0
20.079112793155765,359.898362383007,0
22.307116538790773,358.78926134660594,0
19.77553081456592,199.9554140169459,0
10.857289633941335,276.83546946498376,0
26.67356345784516,340.1156627576741,0
13.423170873225674,305.87306064386814,1
5.729478992943616,89.04531662755116,0
24.364168877215036,162.19588871163367,1
10.313320382211469,46.497389454538194,1
33.21375753058743,343.45836981314005,0
33.617857310077625,218.2228684023168,1
32.44593170661346,82.31140998124658,0
16.10476100766333,241.81224638610843,1
5.463698495866023,222.5261665648425,0
32.84955687763176,128.93857849182257,0
17.84552444951943,40.88073319186645,0
33.999644571310085,241.76635041340785,1
33.90859931267758,187.31077232536558,1
30.590283664020802,278.03462102483013,1
13.833466762087571,187.25886040031762,0
16.552931858057757,306.78534011467445,1
30.534100145505708,198.6864619588148,0
14.50766015468833,201.93766975273905,1
10.084782400582775,315.5952969570042,0
21.704037873750504,145.25383183646292,0
33.08464322482343,48.245482242230665,0
25.88089390024919,10.36176347280203,0
22.101835102680948,271.8494120425028,1
7.915294813123056,223.31143848724727,0
23.45021680097509,253.46871651572047,1
34.7016155031279,76.66709814320787,0
9.202520457095721,49.09373121123711,1
20.5498895709121,5.236079640437494,0
31.321192157838663,126.21152117037491,0
27.223058532626133,212.37036726766792,1
25.91047222985804,141.20785623590365,0
26.07452251961328,157.49097192854245,0
15.784734536592655,325.49713001774944,1
13.807755327934801,125.37196812838812,1
29.28083466435541,185.03621609753188,0
29.30340184037542,282.1150845868115,0
31.012169557403112,142.75540163565725,1
32.397216576694134,223.95121208203446,0
20.340271965828133,310.45093514882825,0
20.045488840615988,341.82742451675114,0
28.948855369003255,52.946453134453655,1
24.498917923332954,333.571545058138,1
26.0590063177311,177.16186550863375,0
28.87378008308303,92.96797978762501,0
31.70016025452699,165.28887224577406,0
15.139854705546075,352.8117271027717,1
16.26748857919832,177.34251383743305,0
7.81945819522607,118.35057970350296,0
22.34840422988522,228.02430755402128,1
6.078268213902263,86.4524227601495,0
18.967940543973803,27.31079811911901,1
21.2793390412273,46.39669988783372,0
13.596237563848533,46.09650202479808,0
22.724997817070324,54.684969664425964,0
5.915007498171483,49.97778215378765,1
6.120445662476433,230.71490812915727,1
29.678016819789747,65.47683038369213,1
15.805719242337886,124.44022199659075,0
8.811815379556544,322.84382756616424,1
20.667297801644132,170.62619049463405,0
28.099806592958323,240.32078586756978,0
11.474630824905296,62.03515363258674,1
23.686714274570008,69.22404677112148,0
7.56042394981304,14.71270185593239,0
